mod_hex_id,courseID,module.type,desc,L2,L2label,L1,L1label,order,unq_stu,unq_stu.1,unq_stu.2,events,events.1,events.2,totalTime,totalTime.1,totalTime.2
35a59bc21a06412d997abf23ad95364a,MITProfessionalX+SysEngxB1+3T2016,video+block,Piazza Tutorial Video,055506a2a4524dc2b1632b81b21cc811,Course Collaboration Tools (5 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),40,1,0,1,2,0,2,0.366666667,0,0.366666667
71d0572a2aa646faa5e738db7de0b541,MITProfessionalX+SysEngxB1+3T2016,html+block,,055506a2a4524dc2b1632b81b21cc811,Course Collaboration Tools (5 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),41,0,0,0,0,0,0,0,0,0
46c9b6c4559b4541a025b139182abaef,MITProfessionalX+SysEngxB1+3T2016,html+block,,055506a2a4524dc2b1632b81b21cc811,Course Collaboration Tools (5 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),42,0,0,0,0,0,0,0,0,0
548db293a7174a9eab09f02063165a2a,MITProfessionalX+SysEngxB1+3T2016,html+block,,055506a2a4524dc2b1632b81b21cc811,Course Collaboration Tools (5 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),44,254,229,25,340,302,38,3070.1,2801.233333,268.8666667
cb2bb769568d49bea380e1ab069a353c,MITProfessionalX+SysEngxB1+3T2016,html+block,,c6d24af81e0f4a519dccbd1950e6c55d,Who's in the Course? (2 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),47,1476,1307,169,2780,2444,336,1363.833333,977.4,386.4333333
642509f27e614c0e8569b4ed5262ba1b,MITProfessionalX+SysEngxB1+3T2016,html+block,IFrame Tool,c6d24af81e0f4a519dccbd1950e6c55d,Who's in the Course? (2 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),48,0,0,0,0,0,0,0,0,0
f747c52ea3a94b85bf554cf16145166f,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),51,1468,1298,170,4078,3491,587,2135.166667,1225,910.1666667
edc6c1b4c9074554bb40adc649db3e11,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),52,0,0,0,0,0,0,0,0,0
247773d951b34edb8541ac847d84e26b,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),53,0,0,0,0,0,0,0,0,0
6705932fcb634fc5ba44d33ceb21d678,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),54,0,0,0,0,0,0,0,0,0
b5d2b1c93c084f1b9349599ecbb79e44,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),55,0,0,0,0,0,0,0,0,0
e673460d01c64845b71c086ed11432d3,MITProfessionalX+SysEngxB1+3T2016,html+block,Text,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),57,1298,1155,143,1602,1392,210,1412.533333,1292.45,120.0833333
24715f0661e844e0b5dcb9b1b20df3b4,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),58,0,0,0,0,0,0,0,0,0
cf5adb44f502474397c783368016b294,MITProfessionalX+SysEngxB1+3T2016,html+block,Text,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),60,1289,1148,141,1573,1368,205,2677.483333,2452.683334,224.8
73328a32ac224e0e8680d52a02cd2816,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),61,0,0,0,0,0,0,0,0,0
e0b716b04a2a4bb288ff9a4bda495a06,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),62,0,0,0,0,0,0,0,0,0
69d512d260244907841e481f4a7cecc4,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),64,56,42,14,66,47,19,82.16666667,79.1,3.066666667
ed85aa406fb54266ab80efbc3963d58e,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),65,0,0,0,0,0,0,0,0,0
baec7057a11549a3824fc5aa2bbf6a8a,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),66,0,0,0,0,0,0,0,0,0
8dc950a6c3bd4b7495722a4ff695b854,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),67,0,0,0,0,0,0,0,0,0
79aaacbcd216482eb28dd6ae4d8d7510,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),68,0,0,0,0,0,0,0,0,0
3ef697ff58ec41c884d4ab3ccd123993,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),69,0,0,0,0,0,0,0,0,0
0ab9580b81a84f168cfb324a29f3be32,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),70,0,0,0,0,0,0,0,0,0
8e96422a1dbc466480e5c3b3e7df5816,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),71,0,0,0,0,0,0,0,0,0
35b388f8553d4f2f846b81c34e450aab,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),72,0,0,0,0,0,0,0,0,0
08bf007254b34be69d40a73df30e0588,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),73,0,0,0,0,0,0,0,0,0
4cb2e50a6da14c37afbe6813cdc28eed,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),74,0,0,0,0,0,0,0,0,0
d7b545cd92374ae0a12e5009311aec1d,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),75,0,0,0,0,0,0,0,0,0
ae34876bcf4d4e9ab711cf5585101869,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),76,0,0,0,0,0,0,0,0,0
4118fbbe69d7481d8df44c908561d740,MITProfessionalX+SysEngxB1+3T2016,html+block,,d17cb798a714497c90059baf4946f9dc,Who's Teaching This Course? (4 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),77,0,0,0,0,0,0,0,0,0
6a9697bd6118441d929108687dab12be,MITProfessionalX+SysEngxB1+3T2016,html+block,Grading and Completion Criteria,5b94eaccb20c43fc8a52371b10c2b7dd,Grading and Completion Criteria (1 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),80,1502,1325,177,3584,3154,430,5765.967879,5085.216667,680.7512121
4ee75e85ac6a44c294240df26289083d,MITProfessionalX+SysEngxB1+3T2016,html+block,Raw HTML,5b94eaccb20c43fc8a52371b10c2b7dd,Grading and Completion Criteria (1 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),81,0,0,0,0,0,0,0,0,0
9c62aeae4a844b3d832f60b160b7ac22,MITProfessionalX+SysEngxB1+3T2016,html+block,Certificate Information and CEUs,53524161a81c499f87c38750ddf002b0,Certificate Information and CEUs (1 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),84,1456,1294,162,2464,2177,287,3132.105414,2727.472081,404.6333333
fc3b113b1f334930aba0b7ba6447861f,MITProfessionalX+SysEngxB1+3T2016,html+block,Learning Objectives,35ce61f4f19f41189f3dfb0520cb094f,Learning Objectives and Pedagogy (2 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),87,1437,1276,161,3648,3231,417,4015.166667,3567.283333,447.8833333
f08924d1cf084fd4ab01bcdd18e789b8,MITProfessionalX+SysEngxB1+3T2016,html+block,Pedagogy,35ce61f4f19f41189f3dfb0520cb094f,Learning Objectives and Pedagogy (2 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),89,0,0,0,0,0,0,0,0,0
7997eab918974a3d9e52ac7539e85f19,MITProfessionalX+SysEngxB1+3T2016,html+block,Networking Sites,8b936c4387f442c1a555a577163bfe06,Social Media Groups (1 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),92,1446,1288,158,2851,2482,369,4508.892445,3397.592445,1111.3
24b30c55447b498e8e5b18e70d9e2c91,MITProfessionalX+SysEngxB1+3T2016,html+block,,8b936c4387f442c1a555a577163bfe06,Social Media Groups (1 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),93,0,0,0,0,0,0,0,0,0
af2b2bdccb184d5196dde1d08a4437c7,MITProfessionalX+SysEngxB1+3T2016,html+block,,8b936c4387f442c1a555a577163bfe06,Social Media Groups (1 min),396ce4f65de344c38d297d8afe6bef9b,Get Started (25 min),94,0,0,0,0,0,0,0,0,0
e882b1be70fb4de4944cbfa417e00cd1,MITProfessionalX+SysEngxB1+3T2016,html+block,,e018b2ac27de4c62bdef100636a8d43b,Key Ideas (4 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),98,1517,1340,177,5400,4788,612,3074.966667,2898.166667,176.8
39fcfd9aa1c849d6823480a2504e68b1,MITProfessionalX+SysEngxB1+3T2016,video+block,Key Ideas,e018b2ac27de4c62bdef100636a8d43b,Key Ideas (4 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),99,1244,1109,135,6604,5915,689,13087.00086,11304,1783.000861
a5073a45c3cb439fb0e0ec49e0a5571e,MITProfessionalX+SysEngxB1+3T2016,html+block,,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),102,1512,1340,172,6737,5957,780,8033.8,6743.566667,1290.233333
154968f52aa746f4987684a4034ef5de,MITProfessionalX+SysEngxB1+3T2016,video+block,Opening Exercise Introduction,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),103,1405,1263,142,5143,4576,567,6076.566667,5524.516667,552.05
de1a44dc83a4498ab66408bd2629da76,MITProfessionalX+SysEngxB1+3T2016,html+block,Step 1: Identify External Interfaces,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),105,1382,1244,138,2175,1953,222,5592.266667,4876.25,716.0166667
242e40119ef24db5ba00e9c399bf85dc,MITProfessionalX+SysEngxB1+3T2016,html+block,Labelled Diagram,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),107,1374,1238,136,2145,1931,214,6504.516667,5786.866666,717.65
aaff9f14dcb7438db43e83140ec943e2,MITProfessionalX+SysEngxB1+3T2016,html+block,,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),108,0,0,0,0,0,0,0,0,0
55547c56573a4e219d7651782f1abaca,MITProfessionalX+SysEngxB1+3T2016,html+block,Poll,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),109,0,0,0,0,0,0,0,0,0
8a9d5789ec3b4628b475753b393de372,MITProfessionalX+SysEngxB1+3T2016,html+block,Poll Results,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),110,0,0,0,0,0,0,0,0,0
a25e01e84174489980af741167956c62,MITProfessionalX+SysEngxB1+3T2016,html+block,Step 3: Choose Design Decisions,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),112,1365,1230,135,2102,1897,205,5470.483333,4827.45,643.0333333
a0de8fbca0b549c58ef1d5e5e9c0c58d,MITProfessionalX+SysEngxB1+3T2016,html+block,Poll,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),113,0,0,0,0,0,0,0,0,0
7b5f251e51224e119f39391d69025fd8,MITProfessionalX+SysEngxB1+3T2016,html+block,Ste 4: Make Architectural Decisions,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),115,1363,1227,136,2005,1811,194,483.4,419.2,64.2
a2a85108e90b481a877cd51e43192622,MITProfessionalX+SysEngxB1+3T2016,html+block,Poll,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),116,0,0,0,0,0,0,0,0,0
81bcb3daf10540d49d6f6b2b58a06de8,MITProfessionalX+SysEngxB1+3T2016,html+block,,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),118,180,164,16,238,202,36,129.45,109.7666667,19.68333333
7e8571ae740f409fbb52035bfc99ab1d,MITProfessionalX+SysEngxB1+3T2016,html+block,,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),119,0,0,0,0,0,0,0,0,0
97728a9681f24e31b2ee8a4d920d8a28,MITProfessionalX+SysEngxB1+3T2016,html+block,,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),120,0,0,0,0,0,0,0,0,0
255d3556e74e4e91ab63d46a4a5bd941,MITProfessionalX+SysEngxB1+3T2016,html+block,,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),121,0,0,0,0,0,0,0,0,0
6b9244e996f64f59ba3b27d11ad0edcc,MITProfessionalX+SysEngxB1+3T2016,video+block,Activity Wrap Up,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),122,1233,1122,111,4858,4437,421,6195.25,5597.283333,597.9666667
e6c33c6328d84fd89b3505745f0f4bb8,MITProfessionalX+SysEngxB1+3T2016,html+block,Concluding Remarks,e7b845bc16ef4ba08f88485983373996,Opening Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),123,0,0,0,0,0,0,0,0,0
840a910549fe4f33a71e595d1bc4f48a,MITProfessionalX+SysEngxB1+3T2016,html+block,,d68e7fd578df4f4cbab5dd41e23382f1,Defining Systems Thinking (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),126,1499,1334,165,7208,6410,798,3283.95,2745.5,538.45
4d6a66d91f6748b5867c25560d12d638,MITProfessionalX+SysEngxB1+3T2016,html+block,Poll,d68e7fd578df4f4cbab5dd41e23382f1,Defining Systems Thinking (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),127,0,0,0,0,0,0,0,0,0
7695df97812f408a97e397de41436365,MITProfessionalX+SysEngxB1+3T2016,html+block,Share Your Definition,d68e7fd578df4f4cbab5dd41e23382f1,Defining Systems Thinking (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),128,0,0,0,0,0,0,0,0,0
259886e966964088a9bc75009982e29d,MITProfessionalX+SysEngxB1+3T2016,html+block,,d68e7fd578df4f4cbab5dd41e23382f1,Defining Systems Thinking (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),130,220,197,23,366,304,62,327.0333333,253.1833333,73.85
3fee9afa5820484385138b2d8aa09e53,MITProfessionalX+SysEngxB1+3T2016,video+block,What Is Systems Thinking?,d68e7fd578df4f4cbab5dd41e23382f1,Defining Systems Thinking (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),131,1341,1206,135,8924,8071,853,14376.88333,12904.76667,1472.116667
2067a743a98d4ee69dea713d14b1614a,MITProfessionalX+SysEngxB1+3T2016,html+block,Definitions and Keywords,d68e7fd578df4f4cbab5dd41e23382f1,Defining Systems Thinking (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),132,0,0,0,0,0,0,0,0,0
386dad2529e7493688b90223d6630276,MITProfessionalX+SysEngxB1+3T2016,html+block,,d68e7fd578df4f4cbab5dd41e23382f1,Defining Systems Thinking (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),133,0,0,0,0,0,0,0,0,0
a8232b9abf824f13a41604d13c314f40,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #1,d68e7fd578df4f4cbab5dd41e23382f1,Defining Systems Thinking (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),134,1371,1245,126,3177,2904,273,906.6166667,832.1166667,74.5
6a7535c6c6014abfa310e2b496c44b46,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #2,d68e7fd578df4f4cbab5dd41e23382f1,Defining Systems Thinking (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),135,1370,1244,126,3835,3504,331,1390.966667,1291.366666,99.6
6f25165a045e4699879b6555edb9b46d,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #3,d68e7fd578df4f4cbab5dd41e23382f1,Defining Systems Thinking (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),136,1372,1246,126,5009,4578,431,1578.283333,1477.5,100.7833333
34f97c1b78ab460b8fca4915f925e146,MITProfessionalX+SysEngxB1+3T2016,html+block,,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),139,1498,1343,155,8092,7356,736,15022.45,13527.36667,1495.083333
