mod_hex_id,courseID,module.type,desc,L2,L2label,L1,L1label,order,unq_stu,unq_stu.1,unq_stu.2,events,events.1,events.2,totalTime,totalTime.1,totalTime.2
4d4c82ce9995483493e126c061dffc77,MITProfessionalX+SysEngxB1+3T2016,video+block,Emergence Examples,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),140,1401,1265,136,7539,6757,782,14758.66667,13260.8,1497.866667
94a485f6eee14057ad43a2b9256e0e5d,MITProfessionalX+SysEngxB1+3T2016,html+block,Definitions and Key Words,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),141,0,0,0,0,0,0,0,0,0
f3370d882db44cd6baa56ec4f3ffe95d,MITProfessionalX+SysEngxB1+3T2016,html+block,,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),142,0,0,0,0,0,0,0,0,0
07cf32d5d5c34c5bbe749143b118c70f,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #1,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),143,1397,1270,127,2276,2066,210,1404.383333,1243.4,160.9833333
8fdbf374ec1444f6b085dd7ab2f4934d,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #2,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),144,1398,1272,126,3008,2724,284,1154.133333,1047.033333,107.1
fca3fa9dc2ee41ae8fe2b6dec5e32f48,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #3,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),145,1404,1280,124,4713,4310,403,1622.45,1514.766667,107.6833333
87898d649e254a82b3d69e018e2de495,MITProfessionalX+SysEngxB1+3T2016,html+block,,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),147,408,382,26,691,640,51,107.15,79.31666666,27.83333333
4902df8434d04906bf098152903df315,MITProfessionalX+SysEngxB1+3T2016,html+block,Emergence Activity,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),148,0,0,0,0,0,0,0,0,0
dc0e8d2ab3914856bbb259514fb86f9b,MITProfessionalX+SysEngxB1+3T2016,html+block,Circuit Board,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),149,0,0,0,0,0,0,0,0,0
f1c7638454664a9cb18ec249f65c4a23,MITProfessionalX+SysEngxB1+3T2016,word_cloud+block,Circuit Board Emergence Word Cloud,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),150,0,0,0,0,0,0,0,0,0
9939babbe3be4da59e366d2d0cdff0f2,MITProfessionalX+SysEngxB1+3T2016,html+block,Motorcycle,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),151,0,0,0,0,0,0,0,0,0
ec4d15d4fd934d2ab2636c95f5185abe,MITProfessionalX+SysEngxB1+3T2016,word_cloud+block,Motorcycle Emergence Word Cloud,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),152,0,0,0,0,0,0,0,0,0
d4eec21fd3de45dc9f073f6e8eebdcdb,MITProfessionalX+SysEngxB1+3T2016,html+block,Bees,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),153,0,0,0,0,0,0,0,0,0
92483c527d3f44a6afd5ee22ddf02efd,MITProfessionalX+SysEngxB1+3T2016,word_cloud+block,Bees Emergence Word Cloud,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),154,0,0,0,0,0,0,0,0,0
ed03f8c0959945f186d6a89bd09ee826,MITProfessionalX+SysEngxB1+3T2016,html+block,,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),155,0,0,0,0,0,0,0,0,0
cfa22a7398b6404f957ff438f10e3002,MITProfessionalX+SysEngxB1+3T2016,html+block,Discussion Prompt,f87e7e6f094e49f38d2dd9196d5370fb,Systems and Emergence (20 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),156,0,0,0,0,0,0,0,0,0
7f3f8d1f13564ceb9b24431a502d779a,MITProfessionalX+SysEngxB1+3T2016,html+block,,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),159,1487,1337,150,8595,7774,821,13571.47178,12043.28333,1528.188446
c942db4eac104c26a7f8a160945ef2ab,MITProfessionalX+SysEngxB1+3T2016,video+block,The Four Tasks of Systems Thinking,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),160,1388,1259,129,10651,9696,955,17408.1,15557.85,1850.25
1e59ee5588fe4da68593235ff831ae52,MITProfessionalX+SysEngxB1+3T2016,html+block,Definitions and Keywords,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),161,0,0,0,0,0,0,0,0,0
5b0458958a0b4002a381049184224400,MITProfessionalX+SysEngxB1+3T2016,html+block,,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),163,1423,1293,130,2741,2515,226,807.2833333,775.9833334,31.3
571cc5a407bf4617a981e4ca46bda076,MITProfessionalX+SysEngxB1+3T2016,html+block,"Task 1: Identify the System, Form, and Function",c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),164,0,0,0,0,0,0,0,0,0
f270f12199164dfca72c5b292adc1ae4,MITProfessionalX+SysEngxB1+3T2016,html+block,"Task 2: Identify System Entities, Form, Function, System Boundary, and Context",c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),165,0,0,0,0,0,0,0,0,0
8aecb16262f045c491301a8595410df2,MITProfessionalX+SysEngxB1+3T2016,html+block,,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),166,0,0,0,0,0,0,0,0,0
cb503c8ae9384f86acd41ba2a297d3da,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #1,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),167,1389,1275,114,2227,2046,181,1237.75,1095.6,142.15
ec28bba018c84b32a1ea1d239c60beec,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #2,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),168,1386,1273,113,2379,2179,200,583.95,530.95,53
2ecfad658ac84f949a050953afff32d9,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #3,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),169,1386,1273,113,2124,1950,174,355.15,341.4,13.75
e89f1391d2f54124ab0495968e109c28,MITProfessionalX+SysEngxB1+3T2016,html+block,,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),171,1404,1282,122,2667,2448,219,9945.3,9056.5,888.8
b2dd3863e24e48a8ba4a40387056e154,MITProfessionalX+SysEngxB1+3T2016,video+block,"Identifying Relationships, Predicting Emergence",c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),172,1315,1211,104,7671,7159,512,15977.3,14477.9,1499.4
a9f3c1ee9de24114acb5b1bb51f109a8,MITProfessionalX+SysEngxB1+3T2016,html+block,Definitions and Keywords,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),173,0,0,0,0,0,0,0,0,0
1a38fe26f1ce4dad8731cf309933934d,MITProfessionalX+SysEngxB1+3T2016,html+block,,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),175,1395,1277,118,2597,2386,211,6937.333333,6271.933333,665.4
d823f33e493f43c3ad8243d80f5c8c04,MITProfessionalX+SysEngxB1+3T2016,html+block,Task 3 : Identify Relationships Between Entities,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),176,0,0,0,0,0,0,0,0,0
329a6a38d8ef47e09173dad48832a518,MITProfessionalX+SysEngxB1+3T2016,html+block,Task 4: Predict Emergence,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),177,0,0,0,0,0,0,0,0,0
2cd2942eb8484a5fb9b17b944ee29e01,MITProfessionalX+SysEngxB1+3T2016,html+block,,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),179,336,311,25,462,415,47,958.6666667,844.2166667,114.45
679eed61f745413f9a7797567c4cbeaa,MITProfessionalX+SysEngxB1+3T2016,html+block,Apply the Four Tasks of Systems Engineering,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),180,0,0,0,0,0,0,0,0,0
dac5aab56ccf4fcaa90e555710cb21da,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #1,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),181,1354,1252,102,2044,1878,166,3633.583333,3328.616667,304.9666667
3715c81451634d3a8820b06e55e3ba49,MITProfessionalX+SysEngxB1+3T2016,drag-and-drop-v2+block,,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),182,0,0,0,0,0,0,0,0,0
ba2dbce14dcd48f295bf00a2210967f6,MITProfessionalX+SysEngxB1+3T2016,html+block,Key Entity Table,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),183,0,0,0,0,0,0,0,0,0
adc6867c6a804fa38040d82ac4caf5a1,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #3,c0b1e995f6de4668817461370e59aa93,Four Tasks of Systems Thinking (30 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),184,1353,1252,101,2271,2093,178,432.1666667,408.8333333,23.33333333
d1c4082fdcfa48e5abcbbfb18f6e8b33,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),187,1484,1335,149,8927,8169,758,4763.93794,4489.333333,274.604607
73d032340e644158b0fe26c2c3fedccc,MITProfessionalX+SysEngxB1+3T2016,html+block,What Does Architecture Mean to You?,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),188,0,0,0,0,0,0,0,0,0
d33933250d0d4217987c8f3d78074d6f,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),190,1417,1294,123,2519,2313,206,765.3666667,729.5166666,35.85
8c04a700311c447aab8566750f105a76,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),191,0,0,0,0,0,0,0,0,0
14d4034a1b7045f489954c63974dc4d4,MITProfessionalX+SysEngxB1+3T2016,video+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),192,1331,1221,110,6995,6419,576,11206.48333,10188.55,1017.933333
0b5bfaabdb0045d6886f50033fc699c4,MITProfessionalX+SysEngxB1+3T2016,html+block,Definitions and Keywords,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),193,0,0,0,0,0,0,0,0,0
c1f6457af37f4d7fa9fa860dd486e013,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),194,0,0,0,0,0,0,0,0,0
737d7da1325147f78c7fee4ff30fde4a,MITProfessionalX+SysEngxB1+3T2016,html+block,Question Diagram,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),195,0,0,0,0,0,0,0,0,0
c876f8d43a144883afaf4594689a814a,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #1,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),196,1362,1259,103,2204,2028,176,878.2833333,840.75,37.53333333
fda3274aa61443fea1b71dd50524ffdf,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #2,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),197,1363,1260,103,2832,2610,222,473.9333333,441.6166666,32.31666667
b43ffcb7540a4b3abc44429da0d0ff56,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #3,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),198,1362,1259,103,2261,2095,166,223.9333333,207.1,16.83333333
f2486bf704df4553b4fea6c9048dedaf,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #4,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),199,1360,1257,103,1986,1836,150,483.1333333,410.2166667,72.91666667
612507e8e9b84791992e1b6a8b34587f,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),201,1404,1284,120,2531,2332,199,998.4166667,901.2,97.21666667
718c9a41b74b448fbdd6c3635dff925e,MITProfessionalX+SysEngxB1+3T2016,video+block,What Is Form?,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),202,1305,1204,101,7595,7045,550,17011.48333,15763.2,1248.283333
bb451765d1d149739e076366452a943d,MITProfessionalX+SysEngxB1+3T2016,html+block,Definitions and Keywords,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),203,0,0,0,0,0,0,0,0,0
322598722e6143329c23ed72182fd62b,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),204,0,0,0,0,0,0,0,0,0
ceffa2fa12d14516a031a830ea521438,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),205,0,0,0,0,0,0,0,0,0
97777b45c5e6469d92edcdbcc56918bf,MITProfessionalX+SysEngxB1+3T2016,html+block,Raw HTML,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),206,0,0,0,0,0,0,0,0,0
3d7d2c357ca64492a5b2b6b92cda9205,MITProfessionalX+SysEngxB1+3T2016,word_cloud+block,Stop Sign Word Cloud,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),207,0,0,0,0,0,0,0,0,0
d82f3e7bf41c4fc4ac0992e6f6166175,MITProfessionalX+SysEngxB1+3T2016,html+block,Duplicate of 'Raw HTML',d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),208,0,0,0,0,0,0,0,0,0
a5d97bdf3a4140199466298ba20407b6,MITProfessionalX+SysEngxB1+3T2016,word_cloud+block,Notepad Word Cloud,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),209,0,0,0,0,0,0,0,0,0
cf7f80f31fc6483abec1936dc2082127,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),210,0,0,0,0,0,0,0,0,0
e90b99d332da429e9c9d3b63f8ef6197,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),212,1387,1272,115,2507,2317,190,1348.416667,1241.3,107.1166667
0e62a7eafc0e4539864fec2049c0f7f4,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),213,0,0,0,0,0,0,0,0,0
f9e237bfd2764158b118a9dac079e4f5,MITProfessionalX+SysEngxB1+3T2016,html+block,Circuit Diagram,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),214,0,0,0,0,0,0,0,0,0
4cacc150d55448bcada9d201180e45f7,MITProfessionalX+SysEngxB1+3T2016,html+block,Discussion Prompt,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),215,0,0,0,0,0,0,0,0,0
1de86b8ab690487bace367e6f250b886,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),216,0,0,0,0,0,0,0,0,0
e242d37c870545b4835c9fef133c11c8,MITProfessionalX+SysEngxB1+3T2016,video+block,Decomposing Form into Entities,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),217,1280,1189,91,7856,7325,531,14984.63333,14092.15,892.4833333
439eaf10c96341d89bf3575490ba4976,MITProfessionalX+SysEngxB1+3T2016,html+block,Definitions and Keywords,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),218,0,0,0,0,0,0,0,0,0
9e38a7a86e964b9593890cf91c42ed92,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),220,383,358,25,552,513,39,163.5666667,160.15,3.416666667
39c98784f5b24f9ca7f76acd90120436,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),221,0,0,0,0,0,0,0,0,0
ca91099547994cbfa0cd21fa4ce5aa89,MITProfessionalX+SysEngxB1+3T2016,video+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),222,1256,1166,90,9657,9037,620,24981.5,23416.48334,1565.016667
ee863c0a0a5c4286a9e0ee84794a4271,MITProfessionalX+SysEngxB1+3T2016,html+block,Definitions and Keywords,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),223,0,0,0,0,0,0,0,0,0
ab2924eb2178451aae67621614eaab71,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),224,0,0,0,0,0,0,0,0,0
626e5a12a84d449cb0ee450c4b2fa3f4,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),225,0,0,0,0,0,0,0,0,0
938a67d6880a40b799ec29ae39097745,MITProfessionalX+SysEngxB1+3T2016,html+block,,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),226,0,0,0,0,0,0,0,0,0
132a47a128d84163b578f8eb7212615a,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #1,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),227,1314,1221,93,3960,3678,282,1585.416667,1483.666667,101.75
9ebfbba2465e4105825dda535960401e,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #2,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),228,1315,1222,93,2325,2148,177,477.75,440.6833334,37.06666667
577dd73c85c749b0b0ae1fb2700be1eb,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #3,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),229,1314,1222,92,1852,1717,135,593.55,551.65,41.9
165a6f94d97a4f6499a21a136070a550,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #4,d40ecf47d42245589307aa667a7af1c2,Architecture and Form (40 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),230,1316,1223,93,1923,1787,136,324.4833333,312.6333333,11.85
65aac4067bc348aa8eb1a9c628d5cf2b,MITProfessionalX+SysEngxB1+3T2016,html+block,,7ba152d4c5d14ad58334cd352cfb2751,Graded Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),233,1510,1351,159,6913,6355,558,3642.483333,3329.516667,312.9666667
7f74f68e429142599d0637f16c652c15,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #1,7ba152d4c5d14ad58334cd352cfb2751,Graded Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),234,1464,1349,115,2885,2632,253,1283.75,1175.7,108.05
a4a0fb2b7f034518845dc3ffead3854e,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #2,7ba152d4c5d14ad58334cd352cfb2751,Graded Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),235,1459,1347,112,2341,2144,197,1560.516667,1468.55,91.96666667
7a31f7717ab74f73aba8a604ea72c6d9,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #3,7ba152d4c5d14ad58334cd352cfb2751,Graded Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),236,1456,1344,112,2870,2619,251,1431.716667,1256.5,175.2166667
6c1c96f226344ad4883dcd5daca85621,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #4,7ba152d4c5d14ad58334cd352cfb2751,Graded Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),237,1455,1344,111,2333,2127,206,642.6833333,554.6166667,88.06666667
7136b6bba18c443b9a660a9d04a0ad22,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #5,7ba152d4c5d14ad58334cd352cfb2751,Graded Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),238,1459,1347,112,2159,1974,185,809.3,744.8,64.5
55fef98c8f784f63841315567980e0b1,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #6,7ba152d4c5d14ad58334cd352cfb2751,Graded Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),239,1458,1346,112,2007,1840,167,481.5333333,404.1666666,77.36666667
095ae469ec8346ae9ebb3d7f1e8aaf7f,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #7,7ba152d4c5d14ad58334cd352cfb2751,Graded Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),240,1458,1347,111,1969,1808,161,593.65,560.6666667,32.98333333
6da06feb06a2420ba23d64acec243e58,MITProfessionalX+SysEngxB1+3T2016,problem+block,Question #8,7ba152d4c5d14ad58334cd352cfb2751,Graded Activity (15 min),19d52da9bee046a28e8c0a883773e86a,Week 1: Systems Thinking (3.5 hrs),241,1457,1347,110,1973,1817,156,807.2833333,735.0333333,72.25
